"","provider","id","procedure","amt","iv","value","duration","month","year","sex","eth","race","edu","vac","index","comment","check","question","age"
"11183","Prolific",287,"mcq",1,0.014,1,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.18",20
"11184","Prolific",287,"mcq",2,0.00034,0,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.19",20
"11185","Prolific",287,"mcq",3,9e-06,0,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.20",20
"11186","Prolific",287,"mcq",2,0.0058,1,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.21",20
"11187","Prolific",287,"mcq",1,0.0055,1,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.22",20
"11188","Prolific",287,"mcq",2,2.2e-05,0,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.23",20
"11189","Prolific",287,"mcq",1,0.0023,1,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.24",20
"11190","Prolific",287,"mcq",3,0.014,1,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.25",20
"11191","Prolific",287,"mcq",1,0.00034,0,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.26",20
"11192","Prolific",287,"mcq",3,0.00034,0,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.27",20
"11193","Prolific",287,"mcq",2,9e-06,0,430,7,2001,NA,3,6,4,1,"6115876c2cec0c96c418f906","-1",7,"Q25.28",20
"11194","Prolific",288,"aa",1,4,0.96875,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q5.16",39
"11195","Prolific",288,"aa",1,18,0.96875,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q6.16",39
"11196","Prolific",288,"aa",1,60,0.96875,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q7.16",39
"11197","Prolific",288,"aa",1,108,0.59375,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q8.13",39
"11198","Prolific",288,"aa",2,4,0.96875,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q12.16",39
"11199","Prolific",288,"aa",2,18,0.96875,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q13.16",39
"11200","Prolific",288,"aa",2,60,0.96875,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q14.16",39
"11201","Prolific",288,"aa",2,108,0.78125,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q15.15",39
"11202","Prolific",288,"aa",3,4,0.90625,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q19.16",39
"11203","Prolific",288,"aa",3,18,0.53125,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q20.13",39
"11204","Prolific",288,"aa",3,60,0.40625,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q21.12",39
"11205","Prolific",288,"aa",3,108,0.28125,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q22.11",39
"11206","Prolific",288,"mcq",2,0.014,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.1",39
"11207","Prolific",288,"mcq",1,5.7e-05,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.2",39
"11208","Prolific",288,"mcq",3,0.00088,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.3",39
"11209","Prolific",288,"mcq",2,5.7e-05,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.4",39
"11210","Prolific",288,"mcq",3,0.0018,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.5",39
"11211","Prolific",288,"mcq",1,0.00014,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.6",39
"11212","Prolific",288,"mcq",2,0.00088,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.7",39
"11213","Prolific",288,"mcq",1,2.2e-05,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.8",39
"11214","Prolific",288,"mcq",3,0.0059,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.9",39
"11215","Prolific",288,"mcq",1,0.00089,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.10",39
"11216","Prolific",288,"mcq",3,2.2e-05,0,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.11",39
"11217","Prolific",288,"mcq",2,0.00014,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.12",39
"11218","Prolific",288,"mcq",3,0.00014,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.14",39
"11219","Prolific",288,"mcq",2,0.0023,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.15",39
"11220","Prolific",288,"mcq",1,9e-06,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.16",39
"11221","Prolific",288,"mcq",3,5.7e-05,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.17",39
"11222","Prolific",288,"mcq",1,0.014,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.18",39
"11223","Prolific",288,"mcq",2,0.00034,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.19",39
"11224","Prolific",288,"mcq",3,9e-06,0,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.20",39
"11225","Prolific",288,"mcq",2,0.0058,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.21",39
"11226","Prolific",288,"mcq",1,0.0055,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.22",39
"11227","Prolific",288,"mcq",2,2.2e-05,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.23",39
"11228","Prolific",288,"mcq",1,0.0023,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.24",39
"11229","Prolific",288,"mcq",3,0.014,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.25",39
"11230","Prolific",288,"mcq",1,0.00034,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.26",39
"11231","Prolific",288,"mcq",3,0.00034,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.27",39
"11232","Prolific",288,"mcq",2,9e-06,1,567,7,1982,1,3,6,8,1,"61659f4f2aa87323dccda732","-1",7,"Q25.28",39
"11233","Prolific",289,"aa",1,4,0.03125,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q5.9",23
"11234","Prolific",289,"aa",1,18,0.09375,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q6.9",23
"11235","Prolific",289,"aa",1,60,0.53125,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q7.13",23
"11236","Prolific",289,"aa",1,108,0.53125,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q8.13",23
"11237","Prolific",289,"aa",2,4,0.46875,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q12.12",23
"11238","Prolific",289,"aa",2,18,0.53125,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q13.13",23
"11239","Prolific",289,"aa",2,60,0.59375,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q14.13",23
"11240","Prolific",289,"aa",2,108,0.46875,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q15.12",23
"11241","Prolific",289,"aa",3,4,0.53125,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q19.13",23
"11242","Prolific",289,"aa",3,18,0.71875,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q20.14",23
"11243","Prolific",289,"aa",3,60,0.46875,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q21.12",23
"11244","Prolific",289,"aa",3,108,0.65625,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q22.14",23
"11245","Prolific",289,"mcq",2,0.014,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.1",23
"11246","Prolific",289,"mcq",1,5.7e-05,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.2",23
"11247","Prolific",289,"mcq",3,0.00088,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.3",23
"11248","Prolific",289,"mcq",2,5.7e-05,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.4",23
"11249","Prolific",289,"mcq",3,0.0018,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.5",23
"11250","Prolific",289,"mcq",1,0.00014,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.6",23
"11251","Prolific",289,"mcq",2,0.00088,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.7",23
"11252","Prolific",289,"mcq",1,2.2e-05,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.8",23
"11253","Prolific",289,"mcq",3,0.0059,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.9",23
"11254","Prolific",289,"mcq",1,0.00089,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.10",23
"11255","Prolific",289,"mcq",3,2.2e-05,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.11",23
"11256","Prolific",289,"mcq",2,0.00014,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.12",23
"11257","Prolific",289,"mcq",3,0.00014,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.14",23
"11258","Prolific",289,"mcq",2,0.0023,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.15",23
"11259","Prolific",289,"mcq",1,9e-06,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.16",23
"11260","Prolific",289,"mcq",3,5.7e-05,0,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.17",23
"11261","Prolific",289,"mcq",1,0.014,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.18",23
"11262","Prolific",289,"mcq",2,0.00034,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.19",23
"11263","Prolific",289,"mcq",3,9e-06,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.20",23
"11264","Prolific",289,"mcq",2,0.0058,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.21",23
"11265","Prolific",289,"mcq",1,0.0055,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.22",23
"11266","Prolific",289,"mcq",2,2.2e-05,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.23",23
"11267","Prolific",289,"mcq",1,0.0023,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.24",23
"11268","Prolific",289,"mcq",3,0.014,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.25",23
"11269","Prolific",289,"mcq",1,0.00034,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.26",23
"11270","Prolific",289,"mcq",3,0.00034,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.27",23
"11271","Prolific",289,"mcq",2,9e-06,1,537,9,1998,1,3,3,4,2,"5c39849b19ceb400010c62a1","-1",7,"Q25.28",23
"11272","Prolific",290,"aa",1,4,0.21875,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q5.10",41
"11273","Prolific",290,"aa",1,18,0.21875,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q6.10",41
"11274","Prolific",290,"aa",1,60,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q7.10",41
"11275","Prolific",290,"aa",1,108,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q8.10",41
"11276","Prolific",290,"aa",2,4,0.09375,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q12.9",41
"11277","Prolific",290,"aa",2,18,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q13.10",41
"11278","Prolific",290,"aa",2,60,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q14.10",41
"11279","Prolific",290,"aa",2,108,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q15.10",41
"11280","Prolific",290,"aa",3,4,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q19.10",41
"11281","Prolific",290,"aa",3,18,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q20.10",41
"11282","Prolific",290,"aa",3,60,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q21.10",41
"11283","Prolific",290,"aa",3,108,0.15625,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q22.10",41
"11284","Prolific",290,"mcq",2,0.014,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.1",41
"11285","Prolific",290,"mcq",1,5.7e-05,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.2",41
"11286","Prolific",290,"mcq",3,0.00088,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.3",41
"11287","Prolific",290,"mcq",2,5.7e-05,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.4",41
"11288","Prolific",290,"mcq",3,0.0018,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.5",41
"11289","Prolific",290,"mcq",1,0.00014,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.6",41
"11290","Prolific",290,"mcq",2,0.00088,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.7",41
"11291","Prolific",290,"mcq",1,2.2e-05,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.8",41
"11292","Prolific",290,"mcq",3,0.0059,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.9",41
"11293","Prolific",290,"mcq",1,0.00089,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.10",41
"11294","Prolific",290,"mcq",3,2.2e-05,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.11",41
"11295","Prolific",290,"mcq",2,0.00014,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.12",41
"11296","Prolific",290,"mcq",3,0.00014,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.14",41
"11297","Prolific",290,"mcq",2,0.0023,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.15",41
"11298","Prolific",290,"mcq",1,9e-06,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.16",41
"11299","Prolific",290,"mcq",3,5.7e-05,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.17",41
"11300","Prolific",290,"mcq",1,0.014,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.18",41
"11301","Prolific",290,"mcq",2,0.00034,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.19",41
"11302","Prolific",290,"mcq",3,9e-06,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.20",41
"11303","Prolific",290,"mcq",2,0.0058,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.21",41
"11304","Prolific",290,"mcq",1,0.0055,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.22",41
"11305","Prolific",290,"mcq",2,2.2e-05,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.23",41
"11306","Prolific",290,"mcq",1,0.0023,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.24",41
"11307","Prolific",290,"mcq",3,0.014,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.25",41
"11308","Prolific",290,"mcq",1,0.00034,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.26",41
"11309","Prolific",290,"mcq",3,0.00034,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.27",41
"11310","Prolific",290,"mcq",2,9e-06,0,520,7,1980,1,3,6,4,4,"5ba802ee60f3d5000169e5da","-1",7,"Q25.28",41
"11311","Prolific",291,"aa",1,4,0.96875,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q5.16",27
"11312","Prolific",291,"aa",1,18,0.90625,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q6.16",27
"11313","Prolific",291,"aa",1,60,0.78125,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q7.15",27
"11314","Prolific",291,"aa",1,108,0.78125,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q8.15",27
"11315","Prolific",291,"aa",2,4,0.96875,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q12.16",27
"11316","Prolific",291,"aa",2,18,0.96875,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q13.16",27
"11317","Prolific",291,"aa",2,60,0.90625,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q14.16",27
"11318","Prolific",291,"aa",2,108,0.90625,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q15.16",27
"11319","Prolific",291,"aa",3,4,0.96875,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q19.16",27
"11320","Prolific",291,"aa",3,18,0.96875,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q20.16",27
"11321","Prolific",291,"aa",3,60,0.90625,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q21.16",27
"11322","Prolific",291,"aa",3,108,0.90625,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q22.16",27
"11323","Prolific",291,"mcq",2,0.014,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.1",27
"11324","Prolific",291,"mcq",1,5.7e-05,0,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.2",27
"11325","Prolific",291,"mcq",3,0.00088,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.3",27
"11326","Prolific",291,"mcq",2,5.7e-05,0,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.4",27
"11327","Prolific",291,"mcq",3,0.0018,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.5",27
"11328","Prolific",291,"mcq",1,0.00014,0,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.6",27
"11329","Prolific",291,"mcq",2,0.00088,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.7",27
"11330","Prolific",291,"mcq",1,2.2e-05,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.8",27
"11331","Prolific",291,"mcq",3,0.0059,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.9",27
"11332","Prolific",291,"mcq",1,0.00089,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.10",27
"11333","Prolific",291,"mcq",3,2.2e-05,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.11",27
"11334","Prolific",291,"mcq",2,0.00014,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.12",27
"11335","Prolific",291,"mcq",3,0.00014,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.14",27
"11336","Prolific",291,"mcq",2,0.0023,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.15",27
"11337","Prolific",291,"mcq",1,9e-06,0,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.16",27
"11338","Prolific",291,"mcq",3,5.7e-05,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.17",27
"11339","Prolific",291,"mcq",1,0.014,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.18",27
"11340","Prolific",291,"mcq",2,0.00034,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.19",27
"11341","Prolific",291,"mcq",3,9e-06,0,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.20",27
"11342","Prolific",291,"mcq",2,0.0058,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.21",27
"11343","Prolific",291,"mcq",1,0.0055,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.22",27
"11344","Prolific",291,"mcq",2,2.2e-05,0,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.23",27
"11345","Prolific",291,"mcq",1,0.0023,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.24",27
"11346","Prolific",291,"mcq",3,0.014,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.25",27
"11347","Prolific",291,"mcq",1,0.00034,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.26",27
"11348","Prolific",291,"mcq",3,0.00034,1,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.27",27
"11349","Prolific",291,"mcq",2,9e-06,0,627,3,1994,1,3,7,6,1,"61083c5eca997297047d8fd1","-1",7,"Q25.28",27
"11350","Prolific",292,"aa",1,4,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q5.16",23
"11351","Prolific",292,"aa",1,18,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q6.16",23
"11352","Prolific",292,"aa",1,60,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q7.16",23
"11353","Prolific",292,"aa",1,108,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q8.16",23
"11354","Prolific",292,"aa",2,4,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q12.16",23
"11355","Prolific",292,"aa",2,18,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q13.16",23
"11356","Prolific",292,"aa",2,60,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q14.16",23
"11357","Prolific",292,"aa",2,108,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q15.16",23
"11358","Prolific",292,"aa",3,4,0.03125,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q19.9",23
"11359","Prolific",292,"aa",3,18,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q20.16",23
"11360","Prolific",292,"aa",3,60,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q21.16",23
"11361","Prolific",292,"aa",3,108,0.96875,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q22.16",23
"11362","Prolific",292,"mcq",2,0.014,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.1",23
"11363","Prolific",292,"mcq",1,5.7e-05,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.2",23
"11364","Prolific",292,"mcq",3,0.00088,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.3",23
"11365","Prolific",292,"mcq",2,5.7e-05,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.4",23
"11366","Prolific",292,"mcq",3,0.0018,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.5",23
"11367","Prolific",292,"mcq",1,0.00014,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.6",23
"11368","Prolific",292,"mcq",2,0.00088,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.7",23
"11369","Prolific",292,"mcq",1,2.2e-05,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.8",23
"11370","Prolific",292,"mcq",3,0.0059,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.9",23
"11371","Prolific",292,"mcq",1,0.00089,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.10",23
"11372","Prolific",292,"mcq",3,2.2e-05,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.11",23
"11373","Prolific",292,"mcq",2,0.00014,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.12",23
"11374","Prolific",292,"mcq",3,0.00014,1,383,1,1998,1,3,6,6,1,"61115d821fe239854dfcdf13","-1",3,"Q25.14",23
